year,id,j2051b,j2054b
2009,21128,90,30
2006,21129,120,180
2007,21129,120,180
2008,21129,120,180
2009,21129,180,120
2006,21130,100,0
2007,21130,120,0
2008,21130,120,0
2009,21130,120,0
2006,21132,180,0
2007,21132,180,60
2008,21132,120,0
2009,21132,180,0
2007,21133,180,30
2008,21133,0,0
2007,21134,60,120
2008,21134,0,0
2009,21134,120,0
2007,21135,120,30
2008,21135,120,60
2008,21136,20,20
2009,21136,20,20
2008,21137,0,0
2009,21137,0,0
2009,21140,10,0
2007,21142,80,60
2008,21142,60,120
2009,21142,40,30
2007,21143,80,0
2008,21143,140,0
2006,21149,180,30
2007,21149,20,60
2008,21149,15,40
2006,21150,180,0
2007,21150,90,60
2008,21150,120,30
2006,21153,60,0
2007,21153,60,60
2008,21153,60,30
2007,21155,10,20
2008,21155,10,60
2009,21155,10,60
2007,21156,40,0
2008,21156,40,60
2008,21157,60,60
2008,21159,120,0
2009,21159,90,90
2006,21162,90,90
2007,21162,40,30
2008,21162,100,20
2009,21162,90,0
2006,21163,180,90
2007,21167,120,30
2006,21172,60,10
2008,21179,90,60
2006,21180,120,0
2007,21180,120,0
2008,21180,60,0
2009,21180,60,0
2007,21181,40,20
2008,21181,40,20
2009,21181,40,0
2007,21182,20,20
2008,21182,40,20
2009,21182,40,15
2009,21184,0,0
2006,21186,90,40
2006,21188,67,30
2006,21189,67,10
2007,21193,120,0
2008,21193,120,0
2009,21193,180,0
2007,21194,240,0
2009,21195,90,180
2006,21197,90,0
2007,21197,180,0
2008,21197,180,30
2006,21198,60,0
2007,21198,120,0
2008,21198,100,0
2009,21198,180,0
2006,21199,0,0
2007,21206,10,0
2006,21207,0,0
2007,21207,0,0
2008,21207,0,0
2009,21207,0,0
2007,21209,20,20
2008,21209,20,40
2009,21209,20,0
2007,21210,60,0
2008,21210,60,0
2009,21210,120,0
2006,21211,150,0
2008,21211,120,0
2009,21211,0,0
2006,21212,180,60
2007,21212,120,60
2008,21212,140,60
2009,21212,120,90
2006,21213,90,120
2006,21214,60,60
2007,21214,30,0
2008,21214,20,0
2009,21214,30,10
2006,21215,180,0
2007,21215,0,0
2006,21216,360,0
2007,21216,140,0
2008,21216,80,0
2009,21216,60,10
2006,21217,60,0
2007,21217,60,0
2008,21217,50,0
2009,21217,180,0
2007,21219,120,120
2006,21243,120,90
2007,21243,10,0
2009,21243,20,30
2006,21245,60,30
2007,21245,20,0
2006,21249,30,30
2007,21249,30,30
2008,21249,40,0
2009,21249,20,20
2006,21250,60,120
2009,21250,80,30
2006,21253,150,20
2007,21253,120,0
2009,21253,120,0
2006,21254,180,20
2006,21279,90,0
2006,21280,0,0
2008,21280,0,0
2008,21286,40,90
2009,21286,120,60
2006,21287,90,0
2007,21287,30,0
2008,21287,30,0
2009,21287,120,0
2006,21294,0,150
2007,21294,120,60
2008,21294,20,60
2006,21295,240,0
2006,21300,60,0
2007,21300,60,0
2008,21300,30,0
2009,21300,30,0
2007,21301,180,0
2008,21301,180,0
2009,21301,120,0
2006,21304,120,0
2006,21305,0,60
2006,21307,60,15
2008,21312,10,30
2009,21312,20,120
2007,21313,15,120
2008,21313,20,60
2009,21313,10,120
2006,21314,0,60
2007,21314,15,120
2009,21314,120,0
2006,21315,0,60
2007,21315,30,0
2008,21315,0,0
2009,21315,40,60
2006,21321,30,90
2008,21321,40,60
2009,21321,70,120
2007,21327,120,30
2008,21327,120,60
2009,21327,120,20
2007,21329,80,0
2008,21329,180,0
2009,21329,180,0
2006,21334,30,30
2007,21334,20,15
2008,21334,30,40
2009,21334,40,60
2006,21335,0,30
2007,21335,15,40
2009,21335,10,30
2006,21336,30,0
2007,21336,40,0
2008,21336,40,0
2009,21336,40,0
2007,21341,0,0
2008,21343,0,0
2009,21343,30,0
2006,21344,20,30
2007,21344,30,30
2008,21344,40,0
2009,21344,20,30
2006,21345,45,0
2007,21345,40,0
2008,21345,40,0
2009,21345,45,0
2009,21346,20,60
2006,21351,40,0
2007,21351,50,0
2009,21351,50,0
2007,21352,40,30
2006,21358,10,0
2006,21359,50,60
2006,21360,0,0
2006,21369,0,0
2009,21370,120,60
2006,21372,120,0
2008,21373,60,60
2006,21374,60,0
2008,21374,0,0
2006,21375,60,0
2006,21376,40,0
2006,21378,60,0
2006,21379,60,20
2007,21379,90,0
2008,21379,90,0
2009,21379,60,30
2008,21384,40,60
2009,21384,30,60
2006,21385,0,0
2008,21385,0,0
2009,21385,0,0
2006,21386,20,30
2007,21386,40,25
2008,21386,80,60
2009,21386,40,20
2006,21387,10,120
2007,21387,20,25
2008,21388,0,0
2006,21392,30,0
2007,21392,45,0
2008,21392,60,0
2009,21392,80,0
2006,21394,45,15
2007,21394,90,25
2006,21396,45,20
2007,21396,60,30
2006,21397,20,20
2006,21401,100,0
2006,21406,80,20
2007,21406,60,0
2008,21410,120,90
2006,21412,0,0
2007,21412,0,0
2006,21416,30,0
2006,21417,0,0
2007,21417,30,0
2008,21417,40,0
2009,21417,40,0
2006,21418,50,45
2008,21418,30,45
2009,21418,40,40
2006,21419,60,0
2007,21419,30,0
2008,21419,30,0
2009,21419,20,0
2006,21426,90,0
2007,21426,80,0
2008,21426,45,0
2009,21426,40,0
2006,21427,40,40
2007,21427,25,20
2008,21427,20,30
2009,21427,30,30
2006,21429,60,30
2007,21429,120,20
2008,21429,40,20
2009,21429,60,40
2006,21430,0,0
2007,21430,0,0
2009,21430,90,20
2006,21431,90,20
2007,21431,30,15
2008,21431,80,0
2009,21431,40,0
2006,21432,90,30
2007,21432,90,30
2008,21432,80,30
2009,21432,60,30
2006,21433,45,0
2007,21433,120,0
2008,21433,100,0
2009,21433,80,15
2007,21434,60,0
2008,21434,40,60
2009,21434,90,30
2006,21439,150,0
2007,21439,120,0
2008,21439,120,0
2009,21439,120,0
2006,21440,110,90
2007,21440,80,30
2008,21440,120,60
2006,21441,120,10
2007,21441,70,0
2008,21441,60,0
2009,21441,90,0
2006,21443,0,60
2007,21443,20,20
2006,21444,20,60
2006,21454,30,60
2006,21458,40,30
2007,21458,60,30
2008,21458,60,30
2006,21459,10,0
2006,21461,120,30
2007,21461,60,0
2009,21465,60,120
2009,21472,60,30
2006,21473,60,0
2008,21473,60,0
2007,21476,20,10
2006,21480,30,90
2007,21480,0,0
2007,21481,60,30
2006,21482,30,0
2007,21482,15,0
2006,21483,120,60
2007,21483,30,180
2008,21483,40,60
2009,21483,40,0
2006,21486,0,0
2007,21486,30,0
2006,21492,20,0
2007,21492,60,30
2009,21492,30,30
2007,21493,0,0
2009,21493,0,0
2006,21496,60,90
2007,21496,60,120
2008,21496,30,60
2009,21496,40,60
2009,21499,20,0
2006,21501,40,0
2007,21501,60,20
2008,21501,60,0
2009,21501,60,0
2006,21502,10,30
2007,21502,10,60
2009,21502,20,30
2006,21503,10,0
2007,21503,15,0
2006,21504,40,0
2007,21504,30,0
2008,21504,15,0
2009,21504,10,0
2008,21507,10,20
2006,21509,0,90
2006,21511,0,0
2008,21511,0,0
2006,21513,45,90
2007,21513,40,90
2006,21514,60,20
2006,21520,40,60
2007,21520,50,60
2008,21520,45,60
2009,21520,45,60
2009,21521,7,0
2007,21525,0,0
2006,21526,40,0
2007,21527,60,0
2006,21530,60,60
2007,21530,60,40
2008,21530,60,90
2009,21530,60,60
2008,21531,60,0
2009,21531,50,0
2006,21532,60,0
2008,21532,60,0
2009,21532,60,0
2006,21533,0,0
2008,21533,0,0
2009,21533,60,0
2006,21539,120,45
2007,21539,120,0
2008,21539,60,0
2009,21539,0,0
2006,21540,0,240
2009,21540,30,90
2006,21541,60,20
2007,21541,45,0
2008,21541,10,90
2006,21553,40,60
2008,21553,30,0
2006,21554,300,180
2007,21554,30,20
2008,21554,60,20
2009,21554,40,20
2006,21558,0,0
2007,21558,240,0
2006,21560,10,90
2007,21560,10,90
2006,21561,0,0
2007,21561,60,0
2008,21561,40,0
2006,21564,0,0
2008,21564,0,0
2009,21564,0,0
2006,21570,0,0
2007,21570,0,0
2008,21570,0,0
2006,21571,0,0
2007,21571,0,0
2008,21571,0,0
2009,21571,0,0
2006,21572,120,60
2007,21572,130,60
2009,21572,120,180
2006,21573,40,0
2007,21573,20,0
2008,21573,30,0
2009,21573,0,0
2006,21575,120,0
2007,21575,60,0
2008,21575,240,60
2009,21575,360,20
2006,21578,20,120
2006,21579,30,0
2007,21579,40,0
2008,21579,25,0
2009,21579,40,0
2006,21581,30,110
2006,21582,30,0
2007,21582,30,0
2008,21582,30,30
2009,21582,40,0
2006,21583,20,120
2006,21584,30,90
2007,21584,30,90
2008,21584,20,90
2009,21584,30,0
2006,21585,20,0
2008,21585,0,30
2009,21585,0,0
2008,21586,0,0
2006,21588,0,0
2008,21588,40,20
2008,21591,60,60
2009,21591,60,40
2006,21593,0,30
2007,21593,0,0
2008,21593,40,0
2006,21594,20,0
2007,21594,30,0
2006,21595,0,0
2008,21595,30,0
2007,21601,20,30
2008,21601,40,60
2009,21601,30,120
2006,21603,0,0
2007,21603,0,0
2008,21603,120,0
2009,21603,60,0
2006,21604,20,0
2007,21604,20,20
2008,21604,30,60
2009,21604,40,60
2006,21605,20,20
2007,21605,20,30
2008,21605,30,30
2009,21605,40,60
2006,21606,0,0
2007,21606,0,0
2008,21606,30,0
2009,21606,30,0
2006,21607,0,0
2008,21607,40,30
2006,21608,0,0
2007,21608,0,0
2008,21608,0,0
2009,21609,60,120
2006,21612,0,60
2007,21612,40,30
2006,21613,0,0
2007,21613,30,0
2009,21613,10,20
2006,21614,30,0
2007,21614,20,0
2009,21614,20,0
2006,21615,30,100
2009,21615,40,120
2006,21618,20,0
2007,21618,120,60
2006,21625,10,120
2008,21625,15,60
2009,21625,20,120
2006,21626,40,0
2007,21626,0,0
2008,21626,0,0
2009,21626,10,0
2006,21627,0,0
2007,21627,40,0
2008,21627,30,0
2009,21627,30,0
2006,21634,120,0
2007,21634,40,0
2008,21634,60,0
2009,21634,120,0
2008,21636,0,0
2006,21637,0,60
2007,21637,10,120
2008,21637,40,90
2009,21637,120,40
2006,21646,10,0
2007,21646,30,0
2006,21650,15,60
2007,21650,20,90
2008,21650,20,60
2006,21651,20,15
2007,21651,30,0
2006,21652,8,0
2007,21652,50,0
2008,21652,80,25
2006,21655,60,20
2007,21655,30,30
2008,21655,30,60
2008,21656,30,0
2006,21659,40,0
2007,21659,20,0
2006,21660,0,0
2007,21660,0,0
2008,21660,0,0
2009,21660,0,0
2006,21665,40,50
2007,21666,40,0
2008,21666,60,0
2006,21671,20,0
2006,21673,40,90
2007,21673,20,60
2008,21673,40,0
2006,21674,40,120
2007,21674,30,80
2008,21674,30,40
2009,21674,30,40
2006,21676,40,120
2008,21676,30,90
2009,21676,30,90
2006,21677,90,0
2008,21677,40,0
2009,21677,120,0
2007,21679,60,60
2008,21679,40,60
2009,21679,60,60
2006,21680,40,0
2007,21680,40,0
2008,21680,60,0
2009,21680,60,0
2008,21685,30,0
2006,21692,0,60
2007,21692,30,60
2006,21693,10,0
2007,21693,30,30
2006,21703,20,180
2007,21703,20,120
2009,21704,30,120
2006,21706,40,60
2007,21706,90,30
2008,21706,60,60
2006,21718,0,0
2006,21720,0,0
2007,21720,5,0
2008,21720,0,0
2008,21728,0,0
2006,21733,30,0
2007,21733,40,0
2008,21733,40,0
2009,21733,40,0
2008,21736,120,60
2006,21738,0,0
2007,21738,0,0
2008,21738,0,0
2009,21739,40,0
2006,21744,60,30
2007,21744,80,20
2008,21744,60,45
2009,21744,120,60
2006,21745,130,20
2007,21745,120,15
2008,21745,120,0
2009,21745,0,0
2006,21747,0,0
2006,21748,0,90
2007,21748,60,0
2008,21748,60,40
2009,21748,60,30
2006,21749,0,0
2007,21749,10,0
2008,21749,120,0
2009,21749,20,0
2006,21750,0,40
2008,21750,40,60
2009,21750,15,60
2009,21755,60,120
2006,21756,90,20
2007,21756,120,25
2008,21756,20,30
2009,21756,30,20
2006,21757,0,0
2006,21759,120,0
2007,21759,90,0
2006,21760,0,60
2007,21760,30,30
2008,21760,30,60
2009,21760,15,0
2006,21761,120,60
2007,21761,120,40
2008,21761,60,60
2006,21763,0,90
2007,21763,120,60
2006,21764,0,60
2009,21764,120,120
2006,21765,40,0
2007,21765,120,30
2008,21765,80,30
2009,21765,70,30
2006,21766,80,120
2007,21766,80,60
2008,21766,80,120
2009,21766,80,120
2006,21767,20,0
2007,21767,60,0
2008,21767,120,0
2009,21767,120,0
2006,21768,20,0
2007,21768,120,0
2008,21768,30,0
2009,21768,40,0
2006,21769,30,0
2007,21769,40,0
2008,21769,60,0
2009,21769,40,0
2006,21770,10,60
2006,21771,240,60
2006,21774,25,150
2006,21783,100,20
2006,21785,0,0
2009,21785,30,0
2006,21788,30,0
2007,21788,20,0
2008,21788,0,0
2006,21790,60,30
2006,21791,15,120
2007,21791,15,40
2008,21791,15,40
2009,21791,20,50
2006,21792,30,0
2007,21792,30,0
2008,21792,30,0
2009,21792,40,0
2006,21793,0,0
2007,21793,20,0
2008,21793,30,0
2009,21793,40,0
2006,21794,20,0
2007,21794,40,0
2008,21794,30,0
2009,21794,40,0
2006,21800,50,0
2007,21800,40,0
2006,21804,0,30
2007,21804,30,60
2008,21804,15,0
2009,21804,40,0
2006,21805,60,30
2007,21805,60,60
2008,21805,20,60
2009,21805,60,60
2009,21808,0,0
2009,21809,0,0
2006,21811,20,0
2007,21811,60,0
2008,21811,20,0
2009,21811,30,120
2007,21812,30,40
2008,21812,30,40
2006,21816,80,40
2006,21825,60,0
2008,21825,80,80
2009,21825,120,120
2006,21827,30,0
2007,21827,20,0
2008,21827,40,0
2006,21829,80,60
2007,21829,60,0
2008,21829,40,0
2009,21829,120,0
2006,21831,30,0
2007,21831,20,0
2008,21831,60,0
2009,21831,30,0
2006,21833,20,90
2007,21833,20,90
2008,21833,60,90
2009,21833,60,60
2006,21835,40,0
2007,21835,60,0
2006,21837,180,0
2007,21837,60,0
2008,21837,60,0
2009,21837,60,0
2007,21841,120,0
2008,21841,30,0
2009,21841,70,0
2006,21860,0,80
2007,21860,30,90
2008,21860,40,100
2009,21860,30,60
2006,21861,40,0
2007,21861,40,0
2008,21861,0,0
2006,21862,60,0
2007,21862,70,0
2008,21862,90,0
2009,21862,50,0
2006,21863,120,0
2007,21863,50,40
2008,21863,0,0
2009,21863,60,60
2006,21865,60,0
2007,21865,70,50
2008,21865,40,0
2009,21865,60,60
2006,21866,120,0
2007,21866,20,20
2008,21866,40,0
2009,21866,40,0
2006,21867,0,30
2007,21867,20,20
2008,21867,20,60
2009,21867,30,40
2006,21868,90,40
2007,21868,20,40
2008,21868,40,40
2009,21868,40,40
2006,21869,20,0
2007,21869,20,0
2008,21869,20,0
2009,21869,40,0
2006,21870,20,0
2007,21870,20,20
2008,21870,40,20
2009,21870,60,40
2006,21874,0,0
2007,21874,0,0
2006,21876,40,30
2007,21876,80,40
2008,21876,50,0
2009,21876,50,40
2007,21877,0,0
2006,21878,40,0
2007,21878,60,0
2006,21879,0,0
2007,21879,240,0
2008,21879,60,30
2007,21882,10,90
2008,21882,10,60
2009,21882,10,60
2006,21883,30,0
2007,21883,30,0
2008,21885,40,90
2009,21885,20,120
2006,21886,60,0
2007,21886,60,60
2008,21886,50,60
2009,21886,80,60
2006,21891,30,60
2007,21891,30,60
2008,21891,40,60
2009,21891,40,90
2006,21892,20,0
2006,21893,150,90
2006,21896,30,30
2006,21897,40,60
2008,21897,40,60
2009,21897,30,60
2006,21898,10,30
2008,21898,40,0
2009,21898,15,0
2006,21900,30,0
2007,21900,40,0
2008,21900,20,60
2009,21900,20,0
2006,21901,30,0
2006,21902,40,90
2008,21902,30,60
2009,21902,40,50
2006,21903,30,30
2007,21903,60,0
2006,21904,40,40
2007,21904,20,0
2006,21905,60,0
2007,21905,0,0
2008,21905,0,0
2009,21905,60,0
2006,21906,120,0
2007,21906,60,0
2008,21906,60,0
2009,21906,0,0
2006,21907,0,0
2006,21908,0,0
2008,21908,0,0
2009,21908,0,0
2006,21911,0,0
2006,21912,0,0
2007,21912,70,0
2008,21912,0,0
2006,21913,20,0
2008,21913,0,0
2009,21913,0,0
2006,21914,0,0
2008,21914,0,0
2006,21915,30,150
2008,21915,30,120
2006,21916,0,0
2008,21916,0,0
2006,21917,120,0
2006,21918,40,0
2008,21918,60,0
2006,21919,0,0
2007,21919,0,0
2009,21919,30,0
2006,21921,0,0
2007,21921,0,0
2008,21921,0,0
2009,21921,0,0
2006,21923,120,40
2007,21923,90,30
2008,21923,60,10
2009,21923,60,0
2006,21926,20,60
2007,21926,0,120
2008,21926,30,120
2009,21926,30,40
2007,21930,40,0
2008,21930,40,0
2006,21931,60,0
2007,21931,60,0
2009,21931,40,40
2006,21934,60,40
2007,21934,50,0
2006,21936,15,0
2007,21936,45,0
2008,21936,60,0
2009,21936,0,0
2007,21937,40,90
2008,21937,20,60
2009,21937,30,120
2009,21944,10,0
2006,21954,0,120
2006,21960,180,120
2009,21960,120,10
2006,21961,100,0
2006,21964,30,0
2006,21979,30,0
2006,21982,60,0
2006,21983,60,15
2007,22001,0,0
2008,22001,0,0
2009,22001,20,0
2006,22004,0,0
2007,22004,60,60
2008,22004,20,30
2006,22018,0,120
2006,22022,120,0
2008,22022,120,0
2006,22027,0,0
2008,22027,0,0
2009,22027,0,0
2006,22028,0,0
2007,22028,0,0
2006,22034,120,0
2007,22034,40,0
2009,22034,120,0
2006,22039,10,0
2007,22039,10,0
2008,22039,20,0
2009,22039,0,0
2006,22048,30,0
2007,22048,40,0
2008,22048,20,40
2009,22048,120,0
2006,22049,60,0
2007,22049,30,0
2006,22054,60,0
2007,22054,30,0
2008,22054,30,0
2009,22054,60,0
2006,22057,40,0
2007,22057,40,90
2008,22057,20,60
2009,22057,20,20
2009,22058,40,0
2006,22060,60,0
2006,22061,60,0
2007,22061,60,0
2008,22061,30,30
2009,22061,40,30
2006,22062,30,0
2007,22062,30,0
2008,22062,10,0
2009,22062,0,0
2006,22063,60,60
2006,22064,120,10
2009,22064,20,60
2006,22068,10,0
2007,22068,0,0
2007,22069,20,60
2008,22069,20,10
2007,22070,10,60
2008,22070,30,60
2006,22074,20,0
2008,22074,0,0
2009,22074,0,0
2006,22080,50,60
2008,22080,40,0
2006,22081,40,40
2007,22081,30,0
2008,22081,40,0
2009,22081,40,0
2006,22086,30,90
2008,22086,20,40
2009,22086,10,10
2006,22089,80,0
2007,22089,60,20
2009,22089,120,0
2006,22091,10,0
2007,22091,10,120
2008,22091,10,0
2009,22091,10,0
2006,22095,110,0
2007,22096,20,40
2006,22102,40,40
2007,22102,30,120
2009,22102,30,0
2006,22104,0,0
2007,22104,0,0
2008,22104,0,0
2009,22104,0,0
2006,22105,0,0
2006,22106,0,0
2007,22106,0,0
2008,22106,0,0
2009,22106,0,0
2006,22107,60,60
2007,22107,40,60
2008,22107,20,30
2009,22107,10,10
2006,22108,0,0
2007,22108,40,0
2008,22108,180,0
2009,22108,60,90
2007,22109,60,120
2008,22109,40,120
2009,22109,40,60
2006,22110,80,60
2006,22114,0,0
2007,22115,0,0
2008,22115,0,0
2009,22115,0,0
2007,22116,240,60
2008,22116,120,40
2009,22116,120,30
2006,22120,10,30
2007,22120,20,0
2008,22120,0,60
2009,22120,0,40
2006,22121,120,60
2007,22121,140,30
2008,22121,120,60
2009,22121,60,60
2006,22122,60,0
2007,22122,60,0
2008,22122,80,0
2009,22122,140,0
2006,22124,0,0
2007,22124,0,0
2008,22124,0,0
2009,22124,0,0
2006,22129,80,10
2007,22129,120,20
2008,22129,75,0
2009,22129,60,0
2007,22130,20,0
2007,22138,30,90
2008,22138,90,120
2009,22138,30,30
2006,22139,20,0
2007,22139,20,0
2008,22139,30,0
2009,22139,30,0
2006,22141,0,0
2009,22141,60,60
2006,22143,30,0
2006,22144,30,0
2007,22144,60,0
2008,22144,10,0
2009,22144,10,0
2006,22148,0,0
2007,22148,0,0
2008,22148,0,0
2009,22148,0,0
2008,22151,30,40
2006,22157,20,40
2007,22157,60,60
2006,22159,50,40
2008,22159,90,0
2009,22159,80,40
2006,22160,10,0
2008,22160,70,15
2009,22160,180,0
2008,22161,40,0
2009,22161,40,0
2006,22163,0,0
2007,22163,0,0
2008,22163,120,0
2007,22171,30,60
2008,22171,20,60
2009,22171,40,60
2006,22172,40,0
2008,22172,40,0
2009,22172,60,0
2006,22173,20,60
2008,22173,120,40
2009,22173,120,30
2006,22174,20,60
2007,22174,40,60
2008,22174,30,60
2009,22174,20,20
2006,22176,20,60
2008,22176,15,60
2006,22177,0,20
2007,22177,25,0
2008,22177,20,0
2007,22184,40,60
2008,22184,30,60
2009,22184,40,40
2006,22190,0,0
2006,22194,0,20
2008,22194,0,0
2006,22195,120,120
2006,22196,40,30
2008,22196,60,30
2007,22197,50,60
2009,22197,20,40
2006,22198,40,20
2007,22198,60,15
2008,22198,30,25
2009,22198,40,0
2006,22199,0,0
2007,22199,30,0
2006,22201,0,0
2007,22201,20,0
2008,22201,30,0
2009,22201,45,0
2009,22202,20,0
2006,22203,30,0
2007,22203,70,0
2008,22203,90,0
2009,22203,220,0
2007,22206,0,0
2008,22206,0,0
2009,22206,0,0
2006,22207,80,30
2006,22209,16,0
2007,22209,20,0
2008,22209,50,0
2009,22209,60,0
2006,22210,120,10
2007,22210,60,20
2009,22210,60,45
2006,22211,0,120
2006,22213,0,0
2007,22213,0,0
2006,22219,60,60
2007,22219,0,0
2008,22219,40,40
2006,22227,20,0
2007,22227,40,0
2008,22227,30,0
2009,22227,30,0
2006,22228,60,40
2007,22228,90,90
2006,22229,60,0
2007,22229,90,0
2006,22240,30,120
2006,22244,60,60
2006,22245,60,30
2007,22245,20,30
2008,22245,40,30
2006,22248,40,180
2007,22251,60,10
2008,22251,60,30
2009,22251,40,0
2006,22255,20,0
2007,22255,15,0
2008,22255,60,0
2009,22262,40,60
2006,22265,120,30
2007,22265,40,15
2008,22265,40,0
2009,22265,40,60
2006,22270,10,0
2007,22270,60,0
2008,22270,10,0
2009,22270,20,0
2006,22271,60,60
2007,22271,50,60
2008,22271,120,20
2009,22271,60,60
2006,22272,60,0
2007,22272,180,0
2009,22272,60,0
2006,22273,30,0
2007,22273,180,0
2008,22273,60,0
2009,22273,0,0
2006,22275,90,60
2007,22275,60,20
2009,22275,0,0
2006,22277,50,60
2007,22277,120,60
2008,22277,120,30
2009,22277,60,60
2006,22278,40,0
2007,22278,160,20
2008,22278,90,20
2009,22278,60,130
2008,22279,120,0
2009,22279,60,0
2009,22291,80,0
2006,22295,120,60
2008,22302,10,30
2009,22302,5,20
2006,22306,80,0
2006,22307,30,0
2007,22307,40,120
2008,22307,60,0
2006,22313,20,60
2007,22313,30,60
2008,22313,30,60
2009,22313,20,30
2006,22314,10,0
2007,22314,20,0
2008,22314,0,0
2009,22314,300,0
2006,22315,0,120
2007,22315,40,90
2008,22315,240,0
2007,22325,240,0
2008,22325,240,0
2006,22327,0,120
2006,22329,40,90
2007,22329,60,120
2008,22329,40,30
2009,22329,120,30
2007,22334,50,90
2008,22334,40,60
2009,22334,30,60
2008,22336,40,0
2009,22336,30,0
2008,22337,5,0
2009,22337,6,0
2006,22346,180,0
2006,22348,180,0
2007,22348,300,40
2006,22350,20,90
2007,22350,15,0
2009,22350,60,30
2006,22354,100,60
2008,22354,30,0
2009,22354,120,0
2006,22355,40,60
2007,22355,120,30
2009,22355,60,90
2006,22356,40,0
2009,22356,30,30
2006,22357,20,30
2008,22357,0,0
2009,22357,0,120
2006,22359,60,60
2007,22359,60,60
2008,22359,50,120
2009,22359,120,60
2006,22360,0,40
2006,22361,0,0
2006,22363,120,0
2007,22363,180,60
2008,22363,120,0
2009,22363,180,0
2006,22365,40,0
2007,22365,40,0
2008,22365,40,0
2009,22365,40,60
2008,22367,10,0
2007,22370,0,0
2009,22370,0,0
2006,22371,120,60
2007,22371,120,30
2008,22371,100,0
2009,22371,120,0
2006,22372,60,30
2007,22372,60,15
2008,22372,60,0
2009,22372,60,0
2006,22373,150,60
2007,22373,60,60
2009,22373,40,60
2006,22374,60,0
2007,22374,50,0
2008,22374,60,0
2006,22376,0,0
2006,22377,40,40
2006,22379,60,120
2006,22380,120,120
2006,22383,0,0
2007,22383,0,0
2008,22383,0,0
2006,22384,10,0
2006,22386,0,0
2007,22390,0,0
2006,22393,60,60
2006,22394,30,0
2006,22395,40,10
2006,22397,120,30
2006,22401,0,0
2007,22401,0,0
2008,22401,0,0
2009,22401,0,0
2007,22403,15,120
2008,22403,15,40
2009,22403,60,120
2007,22407,30,60
2008,22407,20,90
2009,22407,40,60
2006,22408,60,90
2006,22409,360,0
2007,22409,30,60
2008,22409,300,0
2009,22409,120,0
2006,22410,180,0
2007,22410,80,0
2008,22410,120,0
2009,22410,15,0
2006,22411,0,0
2007,22411,60,0
2008,22411,30,0
2009,22411,180,0
2006,22412,0,0
2007,22412,20,0
2008,22412,15,0
2009,22412,15,0
2006,22415,40,0
2007,22415,60,30
2006,22416,40,0
2007,22416,60,40
2008,22416,120,20
2007,22417,30,60
2008,22417,40,90
2006,22420,20,60
2007,22420,20,60
2008,22420,20,90
2009,22420,20,60
2006,22421,0,0
2007,22421,20,0
2008,22421,30,60
2009,22421,60,0
2006,22423,0,120
2009,22423,60,120
2006,22424,0,0
2008,22424,120,0
2009,22424,180,0
2006,22427,40,0
2007,22427,60,0
2008,22427,0,0
2009,22427,60,0
2006,22429,0,0
2006,22430,0,0
2007,22430,45,0
2006,22437,0,0
2007,22437,0,0
2008,22437,0,0
2006,22439,10,30
2008,22439,15,0
2006,22440,0,0
2007,22440,0,0
2008,22440,0,0
2009,22440,0,0
2006,22442,0,60
2006,22453,25,120
2008,22453,30,90
2006,22454,20,0
2008,22454,50,0
2006,22455,0,100
2008,22455,30,0
2006,22462,0,60
2007,22462,40,60
2006,22463,180,0
2007,22463,180,0
2006,22464,240,0
2007,22465,60,0
2008,22465,30,180
2009,22465,30,0
2006,22466,40,0
2007,22466,60,0
2008,22466,30,90
2009,22466,30,0
2006,22467,20,60
2006,22468,0,60
2007,22468,30,90
2008,22468,20,60
2009,22468,10,180
2006,22469,180,120
2007,22469,180,60
2008,22469,180,0
2009,22469,180,0
2009,22470,20,30
2006,22479,120,60
2007,22479,60,60
2008,22479,20,90
2009,22479,60,120
2008,22480,20,0
2009,22480,10,0
2008,22484,10,60
2006,22486,100,60
2007,22486,60,120
2008,22486,60,60
2009,22486,10,120
2006,22487,0,120
2007,22487,30,0
2008,22487,60,120
2009,22487,120,0
2006,22490,0,0
2007,22490,40,40
2008,22490,40,90
2009,22490,0,0
2006,22491,150,0
2007,22491,30,30
2008,22491,40,0
2009,22491,30,60
2006,22492,0,0
2007,22492,120,30
2008,22492,0,90
2009,22492,180,40
2006,22493,0,0
2006,22495,60,0
2006,22497,20,0
2006,22498,0,0
2009,22498,30,30
2006,22502,30,60
2007,22502,120,30
2008,22502,30,20
2009,22502,15,90
2006,22504,0,0
2007,22504,10,0
2009,22504,5,0
2006,22505,0,60
2009,22505,5,60
2006,22506,0,60
2007,22506,30,0
2006,22510,100,40
2006,22514,30,120
2006,22517,60,120
2007,22517,160,60
2009,22517,20,120
2006,22518,180,0
2007,22518,60,0
2008,22518,30,0
2009,22518,40,0
2006,22519,90,20
2007,22519,60,40
2008,22519,30,0
2006,22520,120,0
2007,22520,120,0
2008,22520,120,30
2009,22520,120,30
2006,22523,0,60
2006,22524,0,0
2006,22525,120,120
2007,22525,60,60
2006,22526,60,0
2007,22526,60,0
2009,22526,10,0
2009,22527,20,0
2006,22530,60,0
2006,22531,90,90
2007,22531,90,120
2008,22531,120,120
2009,22531,60,60
2006,22532,0,60
2006,22533,60,40
2007,22533,30,90
2009,22533,40,60
2006,22534,0,0
2008,22534,15,10
2006,22540,0,0
2007,22540,0,0
2008,22540,0,0
