year,id,j2051b,j2054b
2006,5357,0,0
2007,5357,180,0
2008,5357,0,0
2009,5357,0,0
2006,5360,0,0
2008,5360,30,0
2009,5360,20,0
2006,5362,0,0
2008,5362,40,0
2009,5362,120,0
2007,5365,0,0
2008,5365,0,0
2006,5368,0,0
2008,5368,30,0
2009,5368,0,0
2006,5370,0,0
2007,5370,35,0
2009,5370,120,20
2007,5371,25,0
2008,5371,40,0
2009,5371,30,0
2006,5380,0,45
2007,5383,35,0
2006,5384,0,60
2006,5385,0,0
2007,5385,0,0
2009,5385,20,0
2007,5386,0,0
2006,5387,40,0
2007,5387,80,0
2008,5387,40,20
2009,5387,60,0
2008,5388,120,60
2006,5395,120,40
2006,5396,0,30
2006,5401,10,0
2007,5401,40,30
2008,5401,30,30
2009,5401,30,60
2006,5416,0,40
2007,5416,60,60
2006,5417,0,0
2007,5417,30,10
2008,5417,30,30
2009,5417,15,0
2007,5418,90,0
2008,5418,60,20
2009,5418,40,0
2007,5427,30,60
2009,5427,80,60
2006,5428,50,60
2007,5428,20,40
2008,5428,30,120
2009,5428,60,0
2006,5441,0,0
2009,5441,0,0
2006,5447,120,180
2008,5447,40,90
2009,5447,30,60
2006,5448,70,40
2007,5448,5,20
2008,5448,40,90
2009,5448,30,90
2006,5453,0,0
2007,5453,0,0
2008,5453,0,0
2009,5453,0,0
2006,5457,0,180
2006,5458,0,60
2009,5458,60,0
2006,5460,0,120
2006,5462,30,30
2007,5462,90,60
2006,5466,40,0
2007,5466,0,0
2008,5466,0,0
2009,5466,0,0
2006,5471,0,90
2007,5471,40,0
2008,5471,90,0
2009,5471,60,0
2006,5472,0,120
2006,5473,0,0
2007,5473,30,0
2008,5473,30,0
2009,5473,30,0
2006,5491,80,0
2007,5491,30,0
2008,5491,40,0
2009,5491,30,0
2006,5492,20,120
2007,5492,20,120
2008,5492,60,120
2009,5492,60,120
2006,5498,0,0
2009,5498,0,0
2006,5500,60,0
2006,5502,80,120
2007,5502,70,90
2008,5502,60,60
2009,5502,60,60
2006,5504,60,20
2007,5504,60,60
2008,5504,60,0
2009,5504,50,0
2008,5507,15,90
2009,5507,4,90
2006,5512,20,30
2007,5512,10,90
2008,5512,20,120
2009,5512,20,40
2006,5519,40,60
2007,5519,40,40
2006,5520,40,120
2007,5520,40,90
2008,5520,50,40
2009,5520,40,60
2006,5521,40,0
2007,5521,40,0
2008,5521,60,15
2009,5521,40,20
2006,5522,40,30
2007,5522,40,0
2008,5522,40,15
2009,5522,20,20
2006,5523,30,0
2007,5523,30,0
2008,5523,40,0
2009,5523,20,20
2006,5524,60,0
2007,5524,60,0
2006,5525,30,60
2007,5525,30,40
2008,5525,120,60
2008,5526,30,20
2009,5526,20,30
2007,5528,0,0
2006,5529,60,60
2007,5529,60,40
2008,5529,60,60
2009,5529,30,60
2006,5533,0,0
2007,5533,0,0
2008,5533,0,0
2009,5533,0,0
2006,5534,40,0
2007,5534,50,0
2008,5534,40,60
2009,5534,60,0
2007,5535,60,0
2009,5535,20,40
2006,5551,60,0
2008,5551,60,0
2007,5552,60,0
2006,5556,10,0
2006,5557,80,0
2006,5559,0,0
2006,5569,40,10
2009,5569,30,0
2006,5572,0,0
2007,5572,0,0
2008,5572,0,0
2009,5572,0,0
2006,5593,0,90
2007,5593,0,120
2008,5593,120,60
2006,5594,60,0
2007,5594,90,0
2008,5594,60,0
2009,5594,60,0
2006,5595,5,0
2007,5595,90,0
2008,5595,30,0
2009,5595,15,0
2006,5596,15,0
2007,5596,40,0
2009,5596,60,0
2006,5608,60,90
2007,5608,40,45
2008,5608,40,120
2009,5608,40,180
2006,5609,0,0
2007,5609,30,0
2008,5609,10,0
2009,5609,10,15
2007,5610,0,0
2008,5610,0,0
2009,5610,5,60
2006,5611,0,0
2007,5611,30,0
2008,5611,15,10
2009,5611,10,5
2007,5612,0,0
2009,5612,0,0
2006,5613,0,0
2007,5614,0,0
2006,5625,0,0
2007,5626,0,0
2008,5626,0,0
2009,5626,0,0
2006,5631,10,120
2009,5631,60,60
2006,5632,20,0
2007,5632,15,0
2009,5632,30,0
2006,5636,15,180
2007,5636,10,60
2006,5637,30,0
2007,5637,20,0
2006,5638,60,60
2007,5638,20,15
2006,5639,0,120
2007,5639,120,30
2006,5641,120,0
2007,5641,60,0
2006,5643,20,0
2007,5643,120,0
2009,5643,25,0
2006,5644,30,40
2007,5644,60,60
2006,5645,0,0
2007,5645,60,20
2008,5645,60,60
2009,5645,30,60
2006,5982,30,120
2007,5982,30,120
2006,5984,20,0
2007,5984,40,0
2009,5984,10,0
2006,5985,50,90
2007,5985,10,120
2008,5985,20,60
2009,5985,50,180
2006,5986,30,0
2007,5986,40,0
2008,5986,40,0
2009,5986,300,0
2006,5987,20,0
2007,5987,40,0
2008,5987,30,0
2009,5987,30,0
2008,5988,15,60
2006,5989,30,60
2007,5989,20,0
2008,5989,0,0
2009,5989,0,0
2006,5990,30,0
2007,5990,15,0
2008,5990,30,0
2009,5990,30,0
2006,5991,30,90
2007,5991,30,120
2008,5991,30,120
2009,5991,20,120
2006,5992,30,0
2007,5992,10,0
2008,5992,20,0
2009,5992,20,0
2006,5993,10,0
2007,5993,5,60
2006,5994,10,0
2008,5994,8,30
2009,5994,10,60
2006,6005,15,60
2007,6005,10,60
2008,6005,12,60
2009,6005,30,90
2006,6006,30,60
2007,6006,30,0
2008,6006,20,0
2009,6006,20,120
2008,6007,20,40
2009,6007,30,0
2006,6008,30,60
2007,6008,30,60
2008,6008,20,80
2009,6008,30,120
2006,6009,30,30
2008,6009,30,0
2009,6009,0,0
2006,6030,60,180
2007,6030,40,120
2008,6030,60,40
2009,6030,60,120
2006,6033,10,90
2007,6033,10,30
2008,6040,15,180
2006,6041,30,30
2007,6041,0,30
2008,6041,40,60
2009,6041,50,0
2007,6042,10,60
2007,6043,20,120
2008,6043,7,120
2009,6043,10,180
2007,6049,30,60
2009,6049,20,90
2006,6050,150,30
2007,6050,240,0
2008,6050,180,0
2009,6050,120,0
2007,6051,10,0
2008,6051,20,0
2009,6051,20,20
2009,6052,0,0
2006,6053,0,0
2007,6053,0,0
2008,6053,0,0
2009,6053,0,0
2006,6054,30,60
2007,6054,20,60
2008,6054,20,0
2009,6054,20,40
2009,6056,40,160
2007,6064,20,120
2008,6064,0,0
2009,6064,10,160
2007,6065,150,0
2008,6065,150,30
2006,6074,30,0
2007,6074,30,40
2006,6075,30,90
2007,6075,30,40
2008,6075,30,150
2006,6077,10,0
2007,6077,15,0
2008,6077,5,0
2006,6078,20,120
2008,6078,30,180
2009,6078,30,120
2006,6083,0,0
2007,6083,0,0
2006,6084,30,90
2007,6084,15,180
2008,6084,30,60
2009,6084,15,90
2006,6085,15,0
2007,6085,30,0
2008,6085,40,40
2009,6085,10,60
2006,6088,120,0
2007,6088,60,0
2009,6088,90,0
2006,6090,40,90
2007,6090,40,120
2008,6090,60,120
2009,6090,60,120
2006,6096,0,60
2007,6096,40,120
2008,6096,30,60
2009,6096,10,180
2006,6100,40,90
2006,6101,10,0
2006,6137,30,0
2007,6137,30,0
2006,6138,24,60
2007,6138,20,120
2007,6141,120,0
2009,6141,30,0
2006,6142,60,240
2007,6142,30,180
2009,6142,30,120
2007,6145,30,120
2008,6145,30,60
2009,6145,0,0
2006,6146,10,0
2007,6146,10,60
2008,6146,10,0
2009,6146,10,0
2006,6148,40,0
2007,6148,10,120
2008,6148,15,0
2009,6148,30,60
2006,6149,0,0
2007,6149,0,0
2007,6151,120,120
2008,6151,180,0
2006,6152,0,0
2007,6152,10,0
2006,6153,40,90
2007,6153,30,240
2008,6153,30,120
2009,6153,30,120
2006,6155,10,7
2007,6155,20,10
2008,6155,20,10
2009,6155,20,20
2006,6157,70,60
2007,6157,50,60
2008,6157,50,60
2009,6157,30,30
2008,6158,10,120
2009,6158,10,0
2007,6160,10,0
2008,6160,80,60
2009,6160,60,40
2007,6161,90,0
2008,6161,20,0
2009,6161,30,0
2006,6173,30,90
2007,6173,40,60
2008,6173,40,40
2006,6174,10,5
2007,6174,15,0
2006,6184,60,0
2007,6184,30,0
2008,6184,180,0
2006,6185,0,0
2008,6185,0,0
2006,6186,0,40
2007,6186,20,120
2008,6186,10,120
2009,6186,10,60
2007,6187,30,15
2008,6187,20,0
2009,6187,20,0
2006,6195,20,20
2007,6195,5,30
2009,6195,20,50
2006,6196,0,60
2007,6196,0,0
2008,6196,0,0
2009,6196,30,60
2006,6197,15,0
2008,6197,20,60
2006,6198,60,0
2009,6198,60,0
2006,6199,20,30
2007,6199,15,60
2008,6199,15,60
2009,6199,30,60
2006,6202,480,60
2007,6202,80,0
2006,6206,10,60
2007,6206,10,120
2008,6206,10,60
2006,6207,480,60
2009,6207,480,60
2006,6208,40,0
2007,6208,60,0
2008,6208,40,120
2009,6208,0,0
2006,6209,30,0
2007,6209,40,0
2008,6209,20,60
2009,6209,40,20
2006,6210,10,15
2007,6210,30,120
2008,6210,40,0
2009,6210,30,90
2006,6211,10,60
2006,6213,720,0
2006,6217,30,240
2007,6217,30,120
2008,6217,40,240
2009,6217,30,180
2006,6218,40,0
2007,6218,120,0
2008,6218,90,0
2009,6218,60,0
2006,6219,30,0
2007,6219,0,0
2006,6220,90,0
2007,6220,0,0
2008,6220,120,0
2009,6220,0,0
2006,6225,10,180
2007,6225,10,240
2008,6225,10,90
2009,6225,10,120
2006,6226,60,120
2007,6226,10,120
2008,6226,0,0
2007,6228,60,30
2008,6228,60,0
2006,6229,40,120
2007,6229,60,120
2008,6229,60,120
2006,6230,50,0
2007,6230,40,120
2008,6230,60,0
2007,6231,40,0
2006,6232,0,0
2006,6233,30,120
2006,6234,240,0
2006,6239,30,0
2007,6239,30,0
2008,6239,30,0
2006,6245,30,60
2007,6245,40,30
2008,6245,40,20
2009,6245,40,30
2006,6248,30,0
2007,6248,10,0
2009,6248,60,0
2006,6252,30,0
2007,6252,30,0
2006,6253,40,20
2007,6253,30,60
2006,6254,40,120
2007,6254,30,30
2009,6263,0,0
2006,6264,10,60
2007,6264,30,30
2008,6264,30,60
2009,6264,30,60
2006,6270,120,0
2007,6270,180,0
2008,6270,120,60
2009,6270,480,0
2007,6272,30,60
2006,6273,15,60
2007,6273,0,0
2009,6273,120,60
2006,6305,90,0
2007,6305,40,0
2008,6305,60,30
2009,6305,120,100
2006,6306,60,180
2007,6306,60,0
2008,6306,6,90
2009,6306,60,15
2006,6307,120,30
2008,6307,30,60
2009,6307,60,60
2008,6308,30,90
2006,6309,90,90
2007,6309,120,60
2008,6309,90,30
2009,6309,90,40
2006,6310,0,15
2007,6310,15,0
2008,6310,15,30
2009,6310,10,30
2008,6313,0,0
2009,6313,10,0
2006,6314,0,0
2007,6314,0,0
2006,6323,0,60
2006,6326,0,30
2006,6333,0,0
2006,6343,0,60
2007,6343,60,60
2006,6344,0,0
2007,6344,15,0
2006,6345,0,90
2007,6347,180,180
2009,6347,60,20
2007,6348,180,0
2009,6348,120,0
2006,6354,0,0
2007,6354,0,0
2008,6354,0,0
2006,6370,120,0
2008,6370,120,0
2009,6370,120,0
2007,6375,40,60
2007,6376,10,0
2008,6376,15,90
2007,6377,20,0
2008,6377,10,0
2007,6378,40,180
2008,6378,30,120
2007,6379,30,0
2008,6379,20,60
2006,6380,8,60
2007,6380,180,120
2008,6380,120,40
2009,6380,120,60
2006,6381,0,90
2006,6382,360,0
2007,6382,120,0
2008,6382,120,20
2007,6383,110,0
2008,6383,120,20
2007,6384,120,30
2008,6384,120,20
2006,6385,80,60
2007,6385,60,60
2007,6386,120,0
2008,6386,120,0
2009,6387,60,0
2006,6393,120,60
2007,6393,120,60
2008,6393,60,60
2009,6393,120,40
2006,6394,120,0
2008,6394,120,0
2009,6394,120,0
2006,6395,240,0
2007,6395,180,30
2008,6395,120,0
2009,6395,120,0
2007,6401,60,0
2008,6401,50,0
2006,6406,40,60
2006,6412,120,20
2006,6413,100,60
2006,6422,0,60
2006,6423,60,0
2006,6424,60,60
2006,6470,0,30
2006,6473,60,20
2006,6474,60,30
2006,6475,30,30
2006,6476,30,30
2007,6476,0,0
2006,6477,40,0
2007,6477,30,0
2006,6487,0,30
2007,6487,90,0
2008,6487,90,90
2009,6487,0,0
2007,6488,40,60
2008,6488,90,30
2009,6488,160,120
2007,6489,120,0
2008,6489,30,20
2009,6489,60,0
2007,6490,10,90
2008,6490,90,20
2008,6491,0,0
2006,6494,30,0
2007,6494,30,30
2006,6495,60,150
2006,6496,30,30
2007,6496,120,40
2006,6497,5,0
2007,6497,8,0
2006,6499,30,0
2007,6499,40,0
2008,6499,60,0
2009,6499,15,0
2006,6501,60,0
2007,6501,90,0
2008,6501,40,0
2009,6501,15,0
2006,6515,50,30
2006,6516,60,0
2006,6517,40,15
2006,6518,20,20
2007,6518,60,30
2006,6520,30,60
2006,6521,20,0
2006,6522,60,0
2008,6530,0,0
2006,6542,0,0
2006,6543,60,20
2007,6564,0,0
2008,6564,20,0
2009,6564,0,0
2006,6567,30,60
2009,6567,20,60
2006,6568,30,0
2009,6568,20,0
2006,6569,40,60
2009,6569,30,0
2006,6570,20,60
2006,6571,0,0
2007,6571,40,60
2008,6571,20,30
2009,6571,30,30
2006,6572,15,120
2009,6572,0,0
2007,6573,60,60
2008,6573,30,30
2009,6573,30,0
2006,6577,0,0
2007,6581,20,60
2008,6581,20,120
2009,6581,15,60
2008,6584,0,0
2006,6586,60,180
2007,6586,10,60
2008,6586,15,60
2009,6586,10,45
2006,6587,0,0
2007,6587,20,0
2008,6587,15,0
2009,6587,10,0
2006,6588,30,40
2007,6588,30,60
2008,6588,20,45
2009,6588,15,30
2006,6589,120,0
2008,6589,20,0
2009,6589,20,0
2006,6590,20,180
2006,6591,20,0
2007,6591,0,0
2008,6591,20,0
2009,6591,15,0
2006,6593,10,0
2008,6593,15,0
2007,6594,20,60
2008,6594,30,60
2009,6594,30,60
2007,6595,5,0
2008,6595,10,0
2009,6595,10,0
2007,6596,30,45
2009,6596,30,20
2006,6597,50,60
2006,6598,60,0
2006,6599,30,60
2008,6602,30,40
2009,6602,30,40
2006,6605,0,0
2007,6605,0,0
2008,6605,5,0
2009,6605,10,0
2006,6607,20,0
2006,6608,10,0
2006,6611,0,0
2007,6611,0,0
2008,6611,0,0
2006,6614,0,0
2007,6614,10,0
2008,6614,10,0
2009,6614,10,20
2006,6616,60,0
2007,6616,0,0
2009,6616,60,0
2006,6618,0,0
2006,6620,0,0
2007,6620,0,0
2008,6620,0,0
2009,6620,0,0
2006,6621,0,0
2007,6621,0,0
2008,6621,60,0
2009,6621,120,30
2006,6622,0,120
2008,6622,20,90
2009,6622,30,30
2006,6623,0,0
2007,6623,20,60
2008,6623,20,30
2009,6623,10,0
2007,6626,80,0
2008,6626,120,0
2009,6626,120,0
2008,6630,10,0
2009,6630,30,0
2006,6637,40,20
2007,6637,40,50
2008,6637,0,0
2009,6637,50,90
2008,6638,30,0
2009,6638,30,30
2006,6639,0,0
2008,6639,0,0
2006,6640,0,0
2008,6640,40,20
2009,6640,90,30
2006,6642,0,0
2007,6642,0,0
2008,6642,0,0
2009,6642,0,0
2008,6645,0,0
2007,6648,60,120
2009,6648,45,0
2007,6650,60,60
2008,6650,60,40
2009,6650,60,40
2006,6652,0,0
2008,6652,0,0
2006,6653,0,120
2008,6653,10,150
2006,6654,20,0
2009,6654,0,0
2006,6655,0,0
2006,6656,0,5
2008,6656,40,25
2009,6656,12,0
2006,6658,20,30
2006,6659,0,120
2007,6659,20,120
2008,6659,10,60
2009,6659,20,60
2006,6662,0,30
2008,6662,10,60
2006,6664,0,0
2007,6664,30,0
2008,6664,20,120
2009,6664,0,0
2008,6665,0,0
2006,6666,0,0
2008,6667,0,0
2009,6667,0,0
2006,6669,10,60
2006,6670,0,0
2007,6670,0,0
2009,6670,0,0
2006,6677,0,60
2007,6677,120,30
2008,6677,10,60
2009,6677,10,20
2007,6678,20,0
2008,6678,10,0
2009,6678,20,0
2006,6679,30,120
2006,6680,0,60
2007,6680,0,0
2008,6680,40,30
2006,6684,0,120
2006,6685,20,60
2006,6686,0,0
2007,6686,0,0
2008,6686,0,0
2009,6686,0,0
2006,6687,0,120
2007,6687,20,60
2008,6687,10,60
2006,6688,0,0
2007,6688,20,0
2008,6688,30,0
2009,6688,10,25
2006,6698,0,0
2008,6698,0,0
2006,6699,0,120
2006,6700,0,0
2007,6700,0,0
2009,6700,600,0
2006,6702,0,90
2006,6703,0,0
2008,6703,0,0
2006,6704,10,60
2007,6704,5,20
2008,6704,20,120
2009,6704,30,20
2006,6705,60,0
2007,6705,60,0
2008,6705,120,0
2006,6706,0,0
2007,6706,0,0
2008,6706,0,0
2006,6707,0,60
2007,6707,30,60
2008,6707,20,60
2009,6707,40,60
2006,6708,300,30
2007,6708,120,0
2008,6708,60,0
2009,6708,60,0
2006,6709,120,0
2007,6709,20,0
2008,6709,30,0
2009,6709,120,0
2006,6710,20,20
2007,6710,360,30
2008,6710,60,40
2009,6710,50,40
2006,6714,0,60
2007,6714,10,20
2009,6714,10,40
2006,6715,15,10
2006,6716,0,0
2007,6716,30,90
2008,6716,20,120
2009,6716,30,20
2006,6717,0,0
2006,6718,20,0
2007,6718,40,0
2008,6718,30,0
2009,6718,20,0
2008,6720,10,60
2006,6722,20,120
2007,6722,10,30
2008,6722,20,40
2009,6722,10,50
2006,6723,10,0
2008,6723,20,0
2009,6723,15,0
2006,6724,60,20
2008,6724,20,120
2006,6725,0,0
2007,6725,50,60
2008,6725,40,0
2006,6726,20,30
2007,6726,100,120
2008,6726,30,60
2009,6726,10,30
2006,6727,0,60
2007,6727,20,40
2008,6727,25,60
2009,6727,30,60
2006,6728,0,0
2007,6728,10,0
2008,6728,25,0
2009,6728,30,0
2006,6731,0,0
2007,6731,0,0
2008,6731,0,0
2009,6731,0,0
2006,6739,0,0
2006,6740,0,0
2007,6740,0,0
2008,6740,0,0
2009,6740,0,0
2006,6741,0,0
2007,6741,0,0
2008,6741,0,0
2009,6741,0,0
2006,6742,0,60
2007,6742,10,45
2008,6742,10,40
2006,6743,0,0
2007,6743,10,0
2008,6743,10,0
2009,6743,20,0
2006,6744,0,0
2007,6744,30,0
2008,6744,10,0
2006,6745,0,0
2007,6745,10,0
2008,6745,20,0
2009,6745,40,0
2006,6747,0,0
2007,6747,40,0
2008,6747,10,40
2009,6747,20,0
2006,6748,0,0
2007,6748,15,0
2006,6749,120,160
2007,6749,10,60
2008,6749,10,0
2009,6749,40,60
2006,6750,0,0
2006,6753,0,0
2007,6753,0,0
2008,6753,0,0
2009,6753,0,0
2006,6754,0,0
2007,6754,20,60
2008,6754,15,60
2006,6759,20,0
2007,6759,180,60
2009,6759,600,0
2006,6767,0,120
2007,6767,40,60
2009,6767,60,40
2006,6770,0,0
2008,6770,60,0
2007,6772,0,0
2008,6772,0,0
2006,6774,0,60
2007,6774,20,60
2008,6774,10,40
2009,6774,30,45
2006,6775,0,0
2007,6775,0,0
2008,6775,15,0
2009,6775,10,0
2006,6776,0,0
2007,6776,30,0
2008,6776,20,30
2009,6776,0,0
2007,6777,20,0
2008,6777,10,0
2009,6777,35,30
2006,6779,10,140
2007,6779,20,20
2008,6779,20,40
2009,6779,10,0
2006,6780,20,0
2007,6780,30,0
2008,6780,60,0
2009,6780,40,0
2006,6781,0,60
2007,6781,5,0
2008,6781,10,0
2009,6781,20,0
2006,6783,15,25
2008,6783,40,30
2009,6783,20,0
2006,6786,0,0
2006,6789,0,0
2007,6789,30,0
2008,6789,30,0
2009,6789,40,0
2006,6791,0,0
2008,6791,0,0
2006,6792,40,0
2007,6792,20,0
2008,6792,20,0
2009,6792,30,0
2009,6796,0,0
2006,6797,0,120
2009,6797,0,0
2008,6798,10,30
2006,6799,15,0
2007,6799,10,0
2008,6799,60,0
2006,6812,0,30
2007,6812,20,60
2008,6812,10,30
2009,6812,10,20
2006,6814,0,30
2007,6814,10,60
2007,6815,0,0
2006,6819,0,0
2007,6819,15,0
2008,6819,15,0
2009,6819,0,0
2006,6821,0,60
2007,6821,20,60
2009,6821,20,60
2006,6822,0,0
2007,6822,10,0
2008,6822,10,40
2009,6822,15,0
2006,6823,30,30
2007,6823,60,15
2008,6823,120,0
2009,6823,60,0
2006,6824,0,90
2009,6824,20,60
2007,6826,15,0
2008,6826,30,0
2006,6830,25,0
2007,6830,0,0
2007,6833,20,45
2008,6833,20,60
2009,6833,20,60
2007,6834,20,0
2008,6834,20,0
2009,6834,10,0
2006,6835,0,60
2007,6835,20,45
2008,6835,40,40
2009,6835,20,45
2009,6839,40,0
2006,6840,60,20
2006,6844,0,0
2007,6844,0,0
2008,6851,0,0
2006,6852,0,0
2007,6852,0,0
2008,6852,0,0
2009,6852,0,0
2006,6854,60,60
2007,6854,60,120
2008,6854,60,30
2009,6854,60,120
2006,6855,0,0
2007,6855,40,0
2006,6856,15,0
2007,6856,40,0
2008,6856,60,0
2009,6856,80,0
2008,6864,0,0
2009,6864,0,0
2006,6865,30,0
2007,6865,20,0
2008,6865,20,0
2009,6865,20,0
2007,6881,0,0
2009,6881,0,0
2009,6890,30,30
2006,6891,60,0
2007,6891,60,0
2007,6892,30,15
2008,6892,20,0
2009,6892,20,0
2006,6893,20,60
2007,6893,30,0
2008,6893,40,30
2009,6893,20,20
2006,6894,20,30
2007,6894,20,0
2008,6894,20,30
2009,6894,30,20
2006,6896,60,0
2007,6896,20,30
2008,6896,20,30
2009,6896,20,30
2006,6898,15,60
2007,6898,20,60
2008,6898,10,30
2009,6898,20,30
2006,6908,0,60
2009,6908,20,60
2006,6912,30,0
2007,6912,30,0
2008,6912,40,0
2006,6915,60,60
2007,6915,30,0
2008,6915,0,0
2006,6925,60,30
2007,6925,30,60
2008,6925,30,40
2009,6925,45,90
2006,6926,0,0
2006,6927,60,40
2007,6927,60,180
2008,6927,30,30
2009,6927,60,60
2006,6928,0,0
2006,6930,0,60
2007,6930,30,30
2008,6930,20,60
2009,6930,60,40
2006,6935,0,30
2007,6935,60,15
2006,6937,0,0
2006,6938,40,40
2007,6938,20,30
2008,6938,30,30
2009,6938,60,60
2006,6939,20,0
2007,6939,30,0
2008,6939,10,0
2009,6939,20,0
2006,6940,0,0
2007,6940,40,0
2008,6940,20,0
2006,6941,60,0
2007,6941,30,0
2008,6941,25,0
2009,6941,60,0
2006,6943,40,0
2008,6943,10,0
2009,6943,20,0
2006,6945,0,0
2007,6946,20,0
2007,6948,0,0
2008,6948,0,0
2006,6949,0,30
2006,6950,40,60
2007,6950,40,40
2008,6950,40,50
2009,6950,60,0
2006,6951,0,0
2009,6951,6,120
2006,6952,0,0
2008,6952,20,0
2009,6952,0,0
2006,6957,0,0
2007,6957,0,0
2008,6957,0,0
2009,6957,0,0
2006,6958,40,40
2007,6958,35,60
2008,6958,30,40
2009,6958,35,60
2006,6961,0,0
2007,6961,0,0
2006,6963,60,90
2007,6963,90,120
2008,6963,60,120
2009,6963,60,30
2006,6964,60,0
2007,6964,30,0
2008,6964,60,0
2006,6965,40,0
2007,6965,0,0
2008,6965,60,20
2009,6965,80,0
2007,6966,120,60
2008,6966,120,30
2009,6966,90,0
2006,6973,30,60
2007,6973,50,30
2008,6973,30,60
2009,6973,40,30
2006,6979,60,0
2007,6979,40,0
2008,6979,60,0
2009,6979,60,0
2006,6980,40,60
2007,6980,30,60
2008,6980,40,90
2009,6980,40,30
2006,6983,120,60
2007,6983,120,60
2009,6983,60,60
2006,6985,180,0
2007,6985,60,0
2008,6985,180,90
2009,6985,180,0
2008,6987,0,0
2006,6988,60,30
2007,6988,60,0
2008,6988,30,30
2009,6988,60,30
2006,7014,0,0
2007,7014,0,0
2008,7014,0,0
2009,7014,0,0
2006,7015,0,0
2007,7015,30,0
2009,7015,20,0
2006,7020,0,0
2007,7021,0,0
2006,7022,20,0
2009,7022,15,0
2006,7023,30,0
2007,7023,240,0
2008,7023,30,0
2009,7023,20,0
2006,7024,0,0
2007,7024,240,0
2008,7024,30,0
2009,7024,20,0
2006,7025,0,0
2007,7025,10,0
2008,7025,20,120
2006,7026,180,0
2007,7026,60,0
2008,7026,40,0
2009,7026,30,30
2006,7028,0,0
2007,7028,0,0
2008,7028,0,0
2009,7028,0,0
2006,7041,0,120
2006,7042,0,0
2006,7048,0,90
2006,7049,0,0
2007,7049,0,0
2008,7049,0,0
2006,7050,30,0
2007,7050,20,0
2008,7050,0,0
2006,7051,0,60
2007,7051,10,45
2008,7051,10,60
2009,7051,10,60
2006,7055,0,60
2009,7068,10,20
2007,7079,0,0
2008,7079,0,0
2009,7079,0,0
2006,7082,120,0
2008,7096,0,0
2009,7096,0,0
2006,7097,0,120
2007,7097,40,90
2008,7097,40,0
2006,7100,20,60
2007,7100,40,60
2008,7103,30,0
2009,7103,15,30
2007,7104,40,60
2008,7104,30,0
2006,7110,0,120
2007,7110,20,60
2007,7113,20,0
2009,7113,0,0
2006,7114,0,0
2006,7116,60,90
2007,7116,120,120
2006,7117,0,0
2009,7118,30,0
2009,7126,60,120
2006,7134,60,0
2007,7134,120,0
2008,7134,20,0
2009,7134,90,0
2006,7135,50,60
2008,7135,60,90
2009,7135,60,30
2006,7136,60,180
2008,7136,120,30
2006,7137,20,40
2008,7137,30,0
2009,7137,20,15
2007,7140,60,180
2008,7140,80,120
2009,7140,60,90
2006,7149,0,0
2007,7149,0,0
2008,7149,0,0
2006,7151,20,60
2007,7151,30,40
2008,7151,15,45
2009,7151,30,20
2006,7152,25,30
2007,7152,25,30
2008,7152,20,30
2009,7152,30,30
2006,7155,0,180
2007,7156,120,0
2006,7157,15,0
2007,7157,0,0
2008,7157,0,0
2009,7157,0,0
2006,7161,15,10
2007,7161,30,80
2006,7163,25,30
2007,7163,30,20
2008,7163,30,30
2006,7164,15,0
2007,7164,30,0
2008,7164,40,60
2006,7174,120,30
2006,7186,0,120
2007,7187,30,0
2008,7187,20,120
2009,7187,40,0
2008,7188,0,15
2009,7188,40,30
2006,7189,30,30
2006,7196,0,0
2006,7197,60,0
2007,7197,30,0
2008,7197,0,60
2009,7197,20,0
2007,7198,80,60
2008,7198,40,120
2006,7199,40,120
2008,7199,15,60
2006,7200,60,0
2007,7210,0,60
2008,7210,40,120
2006,7212,30,60
2007,7212,30,0
2006,7213,60,30
2006,7214,3,30
2007,7214,60,0
2008,7214,5,0
2006,7219,20,0
2007,7219,20,0
2008,7219,30,0
2009,7219,20,0
2006,7220,0,20
2006,7227,0,120
2008,7227,60,60
2008,7228,0,30
2006,7230,0,40
2007,7230,10,60
2008,7230,15,0
2009,7230,15,60
2006,7231,120,0
2007,7231,10,0
2008,7231,20,0
2009,7231,30,0
2006,7233,0,0
2006,7235,10,60
2006,7245,60,120
2007,7245,60,180
2006,7253,180,0
2008,7253,180,0
2007,7254,60,0
2008,7254,60,0
2009,7254,60,0
2009,7255,15,120
2006,7258,120,60
2006,7273,20,40
2007,7273,10,30
2008,7273,15,40
2009,7273,20,40
2006,7274,80,90
2007,7274,120,120
2008,7274,160,40
2009,7274,70,0
2006,7276,35,0
2008,7278,0,0
2009,7278,30,0
2006,7281,60,60
2007,7281,40,60
2008,7281,40,40
2009,7281,60,60
2006,7282,0,120
2007,7282,60,0
2008,7282,40,0
2009,7282,30,0
2008,7285,30,0
2009,7285,60,0
2006,7287,50,120
2007,7287,60,90
2008,7287,20,180
2009,7287,15,180
2009,7288,30,0
2006,7289,120,0
2007,7289,10,40
2008,7289,30,0
2006,7292,80,0
2007,7292,120,15
2008,7292,20,60
2009,7292,34,60
2007,7293,0,0
2006,7294,40,0
2007,7294,20,0
2008,7294,20,0
2009,7294,20,0
2006,7296,60,0
2007,7296,60,90
2008,7296,60,40
2009,7296,90,90
2007,7297,30,0
2008,7297,30,120
2009,7297,30,0
2006,7298,60,90
2008,7298,40,60
2009,7298,60,40
2006,7299,30,90
